Date,Total Yield (Smooth),GridDurationHours,MaintDurationHours,DelREMO,Temp (Smooth),Cloud Cover (Smooth)
2019-02-01,12.686666666666667,0.0,0.0,0.0,0.9533333333333334,4.473333333333333
2019-02-02,29.12,0.0041666666666666,0.0,0.0,1.78,5.2733333333333325
2019-02-03,44.27333333333333,0.0,0.0,0.0,2.6,5.2733333333333325
2019-02-04,58.0,0.0019444444444444,0.0,0.0,3.4066666666666667,7.986666666666666
2019-02-05,70.76666666666667,0.0038888888888888,0.0,4.345833333333333,4.486666666666666,12.933333333333334
2019-02-06,85.48,0.0058333333333333,0.0,0.0,5.586666666666666,17.133333333333333
2019-02-07,86.03333333333333,0.0038888888888888,0.0,5.610277777777778,6.586666666666666,21.753333333333334
2019-02-08,106.36666666666667,0.0,0.0,5.682777777777778,7.406666666666667,23.439999999999998
2019-02-09,124.92666666666668,0.0,0.0,1.5013888888888889,8.366666666666667,23.88
2019-02-10,142.84,0.0,0.0,0.0,9.333333333333334,28.406666666666666
2019-02-11,160.3,0.0,0.0,0.8036111111111112,10.366666666666667,32.86666666666667
2019-02-12,169.76,0.0,0.0,7.368888888888888,11.46,37.97333333333333
2019-02-13,184.43333333333334,0.0,0.0,0.0,12.620000000000001,42.24666666666666
2019-02-14,192.24,0.0,0.0,0.0,13.786666666666667,47.453333333333326
2019-02-15,201.80666666666667,0.0,0.0,0.0,14.9,53.099999999999994
2019-02-16,204.82,0.0,0.0,0.0,15.059999999999999,52.22666666666667
2019-02-17,201.41333333333333,0.0,0.0,0.0,15.253333333333334,55.300000000000004
2019-02-18,195.88,0.0,0.0,0.0838888888888888,15.406666666666666,59.333333333333336
2019-02-19,198.93333333333334,0.0,0.0,0.0,15.73333333333333,61.413333333333334
2019-02-20,192.50000000000003,0.0,0.0,0.0,15.793333333333333,62.25333333333334
2019-02-21,195.23333333333335,0.0,0.0,0.0,15.960000000000003,62.91333333333334
2019-02-22,209.12,0.0,0.0,0.0,16.073333333333334,61.38
2019-02-23,212.87999999999997,0.0,0.0,0.0,16.28,62.18666666666667
2019-02-24,218.4333333333333,0.0019444444444444,0.0,0.0,16.286666666666665,64.7
2019-02-25,223.5,0.0,0.0,0.0,16.306666666666665,61.59333333333333
2019-02-26,215.96,0.0,0.0,6.1563888888888885,16.28,60.57999999999999
2019-02-27,227.71333333333334,0.0,0.0,0.0,16.05333333333333,59.626666666666665
2019-02-28,235.61333333333332,0.0,0.0,0.0,15.773333333333333,56.413333333333334
2019-03-01,250.23333333333332,0.0,0.0,0.0844444444444444,15.593333333333334,53.10666666666666
2019-03-02,246.17333333333332,0.0,0.0,0.0,15.453333333333333,53.55333333333333
2019-03-03,250.06,0.0,0.0,0.0,15.459999999999997,53.90666666666666
2019-03-04,255.43333333333334,0.0,0.0,0.0,15.539999999999997,54.13333333333333
2019-03-05,268.8666666666667,0.0,0.0,0.0841666666666666,15.666666666666664,50.76
2019-03-06,278.0266666666667,0.0,0.0,0.0,15.666666666666664,46.61333333333333
2019-03-07,297.04,0.0,0.0,0.0,15.693333333333332,41.733333333333334
2019-03-08,288.76666666666665,0.0,0.0,0.0,15.5,41.04
2019-03-09,300.12000000000006,0.0,0.0,0.0,15.54,37.96666666666667
2019-03-10,301.36,0.0,0.0,0.0,15.72,35.473333333333336
2019-03-11,283.7733333333333,0.0044444444444444,0.0,0.0,15.806666666666668,36.6
2019-03-12,286.0466666666667,0.0,0.0,0.0,15.980000000000002,35.873333333333335
2019-03-13,284.0,0.0,0.0,0.0,16.006666666666668,36.480000000000004
2019-03-14,273.3066666666666,0.0,0.0,2.1102777777777777,16.18,36.18666666666666
2019-03-15,275.5333333333333,0.0,0.0,0.0,16.6,35.88
2019-03-16,276.32,0.0,0.0,0.0,16.96,37.78666666666666
2019-03-17,296.3,0.0,0.0,0.0,17.326666666666668,34.86
2019-03-18,298.90666666666664,0.0,0.0,1.3977777777777776,17.566666666666666,33.49333333333334
2019-03-19,304.96666666666664,0.0,0.0,0.0,17.900000000000002,30.826666666666668
2019-03-20,303.5466666666666,0.0,0.0,1.3769444444444443,18.313333333333333,33.053333333333335
2019-03-21,301.3266666666667,0.0,0.0,0.0,18.66,35.06
2019-03-22,303.14666666666665,0.0,0.0,0.0,18.926666666666666,36.56666666666667
2019-03-23,319.3066666666667,0.0,0.0,0.0,19.30666666666667,34.24
2019-03-24,313.73333333333335,0.0,0.0,0.0,19.53333333333333,37.50666666666667
2019-03-25,293.76666666666665,0.0,0.0,0.0,19.546666666666667,41.900000000000006
